School,Department,Start Time,End Time,Description
【中国科学院大学】,新疆天文台,2024-05-27,2024-06-20,中国科学院新疆天文台2024年“情系苍穹”大学生夏令营营员招募公告新疆天文台主要研究领域包括射电天文、光学天文和应用天文，主要从事脉冲星、恒星形成与演化、活动星系核、天体化学演化、高能天体物理、卫星导航等方面的理论与实测研究，并开展微波接收机、射电望远镜结构与控制、数字信号处理等方面的技术与设备研发。新疆天文台是中国科学院大学研究生培养单位之一，有天文学一级学科博士、硕士培养点和博士后科研流动站。
【华东师范大学】,物理与电子科学学院,2024-05-24,2024-06-23,物理与电子科学学院“前沿物理与精密光谱波谱”2024年优秀大学生夏令营活动招生公告
【中国科学院大学】,广州地球化学研究所,2024-05-22,2024-06-20,中国科学院广州地球化学研究所2024年“资源环境与宜居地球”大学生夏令营活动通知发布时间：2024-05-21中国科学院广州地球化学研究所（以下简称“我所”）位于广州天河区，毗邻广州天河中央商务圈和华工、华师、华农等高校区，是以基础和应用基础研究为主的社会公益型国家级科研机构，科研实力雄厚，在国内外享有较高声誉，是地球科学和环境科学领域重要的科研和人才培养基地，并于2020年起作为依托单位开始筹建
【中央民族大学】,教育学院,2024-05-27,2024-06-10,中央民族大学教育学院举办“2024年全国优秀应届本科生夏令营”为增进国内高校优秀大学生之间的学术探究与思想交流，激发优秀学子对教育学学科的学习和研究兴趣，同时展示中央民族大学教育学院（以下称“学院”）的办学特色与优势，吸引优秀本科毕业生来学院学习深造，学院将于2024年6月27-28日举办“2024年全国优秀应届本科生夏令营”活动。一、学院简介中央民族大学是国家“211工程”、“985工程”和“双
【厦门大学】,物理科学与技术学院,2024-05-25,2024-06-15,厦门大学物理科学与技术学院2024年优秀大学生暑期夏令营报名指南厦门大学由著名爱国华侨领袖陈嘉庚先生于1921年创办，是中国近代教育史上第一所华侨创办的大学。100年来，学校秉持爱国华侨领袖陈嘉庚先生的立校志向，形成了“爱国、革命、自强、科学”的优良校风，打造了鲜明的办学特色，先后进入全国重点大学、“211工程”、“985工程”和“双一流”建设高校行列。  厦门大学物理科学与技术学院设有物理学系和
【北京师范大学】,生命科学学院,2024-05-27,2024-06-10,北京师范大学生命科学学院2024年优秀大学生暑期夏令营通知北京师范大学生命科学学院将于2024年6月28-30日举办“北京师范大学生命科学学院2024年优秀大学生暑期夏令营”活动。本期夏令营面向全国各高校本科生，旨在为青年学生提供亲身了解和认识北京师范大学生命科学学院的机会；通过夏令营的直接交流，考核选拔优秀学生免试攻读北京师范大学生命科学学院硕士研究生和博士研究生。活动期间将为营员提供食宿（北京
【南京大学】,数学系,2024-05-25,2024-06-16,南京大学数学系2024年优秀大学生夏令营招生简章
【南方医科大学】,护理学院,2024-05-25,2024-06-22,南方医科大学护理学院2024年优秀大学生夏令营通知为促进全国优秀护理学生对南方医科大学护理学科学习与科研环境的了解，提供各高校护理学子互动交流的平台，南方医科大学护理学院定于2024年6月26－28日举办“2024年全国优秀大学生暑期夏令营”线下活动。本次活动内容包括开营典礼、专家讲座、文化参访等活动，并对拟推免或报考我校护理学研究生的营员进行综合考评，最终成绩作为2025级推荐免试硕士选拔方式之
【北京师范大学】,国家安全与应急管理学院,2024-05-25,2024-06-16,北京师范大学国家安全与应急管理学院2024年全国优秀大学生夏令营招生简章2020年年底，国务院学位委员会、教育部正式在交叉学科门类下设置“国家安全学”一级学科，作为夯实国家安全领域科学研究和人才培养的重要举措，意义重大。2021年，北京师范大学成功获批全国首批“国家安全学”一级学科博士学位授权点，国家安全与应急管理学院为“国家安全学”一级学科主建单位。学院面向国家重大需求，围绕国家安全战略、国家安
【上海交通大学】,电子信息与电气工程学院,2024-05-23,2024-06-20,【优秀生源】上海交通大学电子信息与电气工程学院2025级研究生优秀生源选拔活动通知-2024年日期：2024-05-23上海交通大学电子信息与电气工程学院（简称“上海交大电院”）是目前学校规模最大、办学实力最强的学院之一，其前身可溯源至百年前的电机专科，具有中国电气工程师“摇篮”之美称。学院现有教职员工近千名，在读学生近万名。学院拥有全国第一大电类学科群，涵盖八个一级学科，在2023年USNews
【哈尔滨工业大学（深圳）】,空间科学与应用技术研究院,2024-05-09,2024-05-30,哈尔滨工业大学（深圳）空间科学与应用技术研究院2023年全国优秀大学生学术夏令营的通知为使高校优秀大学生近距离了解哈尔滨工业大学（深圳）空间科学与应用技术研究院，选拔有培养潜质的优秀学生继续深造，哈尔滨工业大学（深圳）空间科学与应用技术研究院将于2023年7月14左右举办全国优秀大学生学术夏令营。夏令营期间，我们将通过线上腾讯会议的方式进行，竭诚欢迎优秀学子踊跃报名参加。哈工大（深圳）于2017年
【哈尔滨工业大学（深圳）】,人文与社会科学学院,2024-05-09,2024-05-30,哈尔滨工业大学（深圳）人文与社会科学学院全国优秀大学生学术夏令营的通知哈尔滨工业大学（深圳）人文与社会科学学院将于2024年7月举办全国优秀大学生学术夏令营，欢迎有意申请推荐免试研究生的同学报名参加。一、学科介绍（一）外国语言文学学科简介：依托于深圳校区人文与社会科学学院起步并发展，并从2017年秋开始依托本部外语学院培养外国语言文学硕士，以培养复合型高水平外语人才为目标。硕士生通过系统性地修习应
【哈尔滨工业大学（深圳）】,经济管理学院,2024-05-10,2024-05-30,哈尔滨工业大学（深圳）经济管理学院全国优秀大学生学术夏令营通知为促进优秀大学生之间的学习与交流，吸引更多优秀学子了解哈工大深圳校区、报考深圳校区经济管理学院，学院将于2024年7月举办全国优秀大学生学术夏令营，欢迎有意申请推荐免试研究生的同学报名参加。一、活动时间及形式时间：2024年7月，具体时间等候通知。形式：线上二、申请条件1.有意向报考哈工大深圳校区的境内高校大三年级本科生（2025年应届
【哈尔滨工业大学（深圳）】,机电工程与自动化学院,2024-05-10,2024-05-30,哈尔滨工业大学（深圳）机电工程与自动化学院全国优秀大学生学术夏令营的通知哈尔滨工业大学（深圳）机电工程与自动化学院将于2024年7月上中旬举办全国优秀大学生学术夏令营，欢迎有意申请推荐免试研究生的同学报名参加！机电工程与自动化学院涵盖机械工程、控制科学与工程、电气工程、动力工程及工程热物理四个一级学科。学院以培养具有坚实的理论基础、丰富的实践技能以及国际化视野的高端人才为目标，培养过程重基础、重实
【厦门大学】,公共事务学院/公共政策研究院,2024-05-25,2024-06-15,厦门大学公共事务学院/公共政策研究院2024年全国优秀大学生夏令营报名指南时间：2024年05月25日11:31厦门大学公共事务学院/公共政策研究院2024年全国优秀大学生夏令营报名指南为促进我国高校优秀大学生之间的交流，推进一流人才培养，厦门大学公共事务学院/公共政策研究院拟于2024年7月中旬举办全国优秀大学生夏令营活动。本届夏令营拟择优录取营员130人左右，并组织开展2025年公共事务学院/
【湖南工商大学】,公共管理与人文地理学院,2024-05-25,2024-06-18,欢迎报名2024年湖南工商大学公共管理与人文地理学院全国优秀大学生夏令营活动为增进全国各高校优秀学生对湖南工商大学公共管理与人文地理学院相关学科及研究生培养工作的了解，学院拟定于2024年6月中、下旬举办全国优秀大学生夏令营活动，我们真诚邀请来自本校和全国各地的优秀学生参加，在此畅谈理想，为青春助力，为梦想起航！一、学院简介公共管理与人文地理学院在校党委书记、中国工程院陈晓红院士的带领下，由副校长
【北京大学】,教育经济研究所,2024-05-25,2024-06-07,IEE动态|2024年第三届北京大学“教育经济学前沿与中国实践”暑期学校招生简章❖2024年北京大学“教育经济学前沿与中国实践”暑期学校由北京大学教育学院教育经济研究所（以下简称“教经所”）和教育经济与管理学系（以下简称“教经管系”）主办。教育经济研究所是国内首家教育经济与管理学专门研究机构。过去20余年来，在厉以宁、陈良焜、闵维方、丁小浩等学者领导下，教经所在教育投入规模、高等教育发展模式、义务
【南京邮电大学】,材料科学与工程学院,2024-05-24,2024-06-30,南京邮电大学材料科学与工程学院关于举办2024年全国优秀大学生暑期夏令营的通知发布者：材料科学与工程学院、信息材料与纳米技术研究院 发布时间：2024-05-24京夏令营的优秀
【吉林大学】,东北亚学院,2024-05-24,2024-06-16,吉林大学东北亚学院2024年全国优秀大学生学术夏令营营员招募通知日期：2024-05-24为促进高校优秀大学生之间的交流，加深青年学生对东北亚政治、经济与社会前沿成果的了解，吸引和选拔优秀本科生到东北亚学院攻读硕士学位，我们将邀请全国优秀大学生参加2024年吉林大学东北亚学院学术夏令营活动。本届夏令营活动将于2024年7月5日-6日举办，采用网络远程视频形式，主要活动包括学院及学科介绍、个人学术能
【厦门大学】,人工智能研究院,2024-05-25,2024-06-15,厦门大学人工智能研究院2024年优秀大学生夏令营报名指南厦门大学人工智能研究院成立于2020年10月，为厦门大学直属教学科研机构，由中国工程院院士、计算机应用专家陈纯领衔，发挥学科发展和人才培养优势，旨在提升学校人工智能学科质量，加快推进“双一流”建设。为促进全国各高校之间优秀大学生的交流与沟通平台，并为有志于在人工智能领域进一步深造的学生提供机会，研究院将结合人工智能研究院多学科的特点，举办“厦
【南京师范大学】,美术学院,2024-05-25,2024-06-15,南京师范大学美术学院2024年优秀本科生学术夏令营通知2024-05-24 南京师范大学美术学拥有悠久的历史和深厚的学术积淀，始于1902年由李瑞清创立的两江师范学堂图画手工科，是中国近代高等美术教育的开创者。本次活动旨在加强优秀本科生对我校及美术学院的了解，发挥我校艺术人才培养的传统优势，为有意进一步深造的优秀学生构建交流平台。学院定于2024年7月15日-18日举办优秀大学生夏令营活动，在全国
【南京师范大学】,金陵女子学院,2024-05-24,2024-06-15,南京师范大学金陵女子学院2024年“优秀本科生夏令营”活动公告主办：南京师范大学金陵女子学院时间：2024年7月13日-7月14日形式：线上夏令营 南京师范大学坐落在六朝古都南京，1996年入选国家“211工程”大学，现为国家“双一流”建设高校、江苏高水平大学建设高校、江苏省与教育部共建高校。学校名家大师辈出，文化底蕴深厚。南京师范大学随园校区被誉为“东方最美丽校园”。金陵女子学院是南京师范大学的
【厦门大学】,哲学系,2024-05-24,2024-06-15,厦门大学哲学系2024年大学生夏令营报名指南厦门大学哲学系拥有哲学一级学科博士授予权和博士后流动站，涵盖马克思主义哲学、中国哲学、外国哲学、科学技术哲学、逻辑学、宗教学、伦理学、美学八个博士点，办学历史悠久，毕业生就业去向良好。为了促进高校间优秀大学生之间的学术和思想交流，加强青年学生对我系哲学学科的了解，预选拔我系2025年推荐免试研究生，我系将于2024年7月11日—7月14日举办“厦门大学哲
【厦门大学】,历史与文化遗产学院,2024-05-25,2024-06-15,厦门大学历史与文化遗产学院2024年大学生夏令营报名指南厦门大学历史与文化遗产学院设有中国史、世界史、考古学一级学科和相应的三个博士后流动站，以及文物一级学科专业硕士点，办学历史悠久，毕业生就业去向良好。为了促进高校间优秀大学生之间的学术和思想交流，加强青年学生对我院各学科的了解，选拔我院2024年推荐免试研究生，我院将于2024年7月15-17日举办“厦门大学历史与文化遗产学院大学生夏令营”，诚
【厦门大学】,教育研究院,2024-05-24,2024-06-15,"厦门大学教育研究院2024年“全国优秀大学生暑期夏令营”报名指南2024-05-242024年,厦门大学教育研究院将继续举办大学生学术夏令营活动，为一批热爱科研、基础扎实、素质全面、德才兼备的应届本科毕业生的继续深造和发展构建平台、创造机遇。本届“全国优秀大学生暑期夏令营”活动预计于2024年7月7日-11日在厦门大学黄宜弘楼举行，主要活动包括学科前沿与热点专题讲座、主要学术带头人与夏令营营员交流"
【厦门大学】,能源学院,2024-05-25,2024-06-15,厦门大学能源学院2024年全国优秀大学生夏令营报名指南为促进全国高校间优秀大学生的交流互动，给学生提供了解先进能源学科领域的前沿知识与技术的机会，吸引有志于发展先进能源技术的优秀学子继续深造，现定于2024年7月中旬举办“厦门大学能源学院第十一届全国优秀大学生暑期夏令营”活动，面向全国高校招收60名大学生营员，实际招收人数视申请情况适当调整。一、申请条件1.具有坚定的社会主义理想信念，拥护中国共产
【中国科学院大学】,杭州高等研究院药物科学与技术学院,2024-05-24,2024-06-25,药物科学与技术学院2024年全国优秀大学生夏令营活动报名通知为增进学生对国科大杭州高等研究院（以下简称：杭高院）药物科学与技术学院（以下简称：药学院）的了解，进一步激发青年学子对药学领域的热情，培养大学生科研探索精神，选拔有科研潜质的优秀大学生继续深造，我院暂定2024年7月15日至7月18日举办“杭高院药学院2024年优秀大学生暑期夏令营”活动。一、学院简介药学院是国科大杭州高等研究院于2019
【厦门大学】,柔性电子（未来技术）研究院,2024-05-24,2024-06-15,厦门大学柔性电子（未来技术）研究院2024年优秀大学生夏令营报名指南发布时间：2024年05月24日为加强全国各高校优秀大学生之间的交流与沟通，激发优秀大学生从事科学研究的兴趣，并促成优秀学子继续深造的机会，我院将于2024年7月12日至15日举办“厦门大学柔性电子（未来技术）研究院2024年优秀大学生夏令营”活动。厦门大学柔性电子（未来技术）研究院于2021年9月正式成立，位于厦门大学翔安校区，
【南京师范大学】,社会发展学院（中国史、世界史专业）,2024-05-25,2024-06-15,南京师范大学社会发展学院2024年全国“优秀本科生夏令营”（中国史、世界史专业）活动公告2024-05-24南京师范大学是国家“双一流”建设高校和江苏高水平大学建设高校，是首批国家“211工程”重点建设大学，江苏省与教育部共建高校，名家大师辈出，文化底蕴深厚。南京师范大学随园校区被誉为“东方最美丽校园”。社会发展学院是南京师范大学所属的二级学院，前身可以追溯到1907年两江师范学堂的历史与地理选修
【南开大学】,化学学院,2024-05-25,2024-06-05,南开大学2024年“魅力化学”优秀大学生夏令营报名通知
【中国科学院大学】,杭州医学研究所,2024-05-24,2024-06-20,中国科学院杭州医学研究所2024年“Find分子与医学”优秀大学生夏令营报名通知中国科学院杭州医学研究所建于2019年，是中国科学院首个以医学命名的直属所。医学所面向健康中国战略需求，围绕医学科学前沿问题，建立医学与多学科交叉融合科学体系，聚焦分子医学、智能诊断、生命组学、创新药物和医疗器械等关键领域，开展肿瘤诊断、精准治疗、新药研发、分子病理、智能医学、健康管理等重大疾病诊疗和防控相关基础研究与
【中国科学院大学】,新疆理化技术研究所,2024-05-24,2024-06-25,中国科学院新疆理化所“2024走进中科院，看大美之疆”大学生夏令营报名通知中国科学院新疆理化技术研究所（以下简称“新疆理化所”）渊源于1961年成立的中国科学院新疆物理研究所和中国科学院新疆化学研究所，2002年3月28日，经两所合并成立。经过六十多年的发展，新疆理化所在新材料、民族药创新、信息技术等领域开展科技创新工作，努力攻克重大科学和关键技术问题，在国家科技创新体系中发挥骨干和引领作用，为推
【暨南大学】,经济学院,2024-05-22,2024-06-15,暨南大学经济学院2024年优秀大学生暑期学术夏令营活动的公告发布时间：2024-05-22为促进各高校优秀大学生之间的思想交流，鼓励更多杰出的大学生参与经济学科的科学研究和学术讨论，让更多的优秀大学生了解暨南大学经济学院，我院将于2024年7月11—14日举办优秀大学生暑期学术夏令营活动，相关事宜公告如下：一、申请资格（一）“双一流”高校及有推免生资格院校的2025年应届本科毕业生；（二）品学兼优
【厦门大学】,海洋与地球学院,2024-05-24,2024-06-15,厦门大学2024年全国优秀大学生海洋科学夏令营报名指南时间：2024/05/24厦门大学海洋学科起步于上世纪20年代初，具有百年发展历史。早在上个世纪20年代建校之初，厦门大学就在国内率先开展海洋生物科学的研究，文昌鱼研究成果见诸《Science》期刊；1946年成立中国第一个海洋学系，被誉为中国现代海洋学科的“蓝色摇篮”；1996年组建海洋与环境学院；2011年成立海洋与地球学院；2017年海洋
【苏州大学】,物理科学与技术学院,2024-05-24,2024-06-15,苏州大学物理科学与技术学院2024年优秀本科生夏令营为给予全国各高校优秀大学生了解苏州大学物理科学与技术学院以及相关科学前沿领域的机会，鼓励有志于科研工作的优秀本科生继续深造，学院拟于2024年7月举办2024年“优秀本科生夏令营”活动。欢迎有兴趣报考2025年苏州大学物理科学与技术学院研究生的全国高校学生积极参加。一、学院介绍苏州大学物理科学
【厦门大学】,马克思主义学院,2024-05-24,2024-06-15,厦门大学马克思主义学院2024年优秀大学生夏令营报名指南 发布时间：2024年05月24日为提升优秀大学生对厦门大学马克思主义学院的了解，促进对马克思主义理论学科有着浓厚兴趣的优秀大学生之间的交流，吸引更多的优秀大学生报读厦门大学马克思主义学院的免试硕士研究生和直博生。学院拟定于2024年7月上旬左右举办“厦门大学马克思主义学院2024年优秀大学生夏令营”活动。本次活动将作为2024年9月厦门大学
【兰州大学】,生态学院,2024-05-25,2024-06-16,关于举办“生态学院2024年优秀大学生暑期夏令营”活动的通知2024-05-24 为促进全国各高校优秀大学生之间的交流，零距离接触和全方位了解兰州大学及生态学院，选拔有培养潜质的优秀大学生继续深造，在兰州大学研究生院的支持下，生态学院将举办“生态学院2024年优秀大学生暑期夏令营”活动。一、兰州大学及生态学院简介兰州大学是教育部直属的全国重点综合性大学，是国家“985工程”、“211工程”重点建设
【中国科学院大学】,集成电路学院,2024-05-25,2024-07-01,集成电路学院2024年微电子大学生夏令营报名通知   为增进青年学生对微电子学科领域的了解，拓宽学术视野，活跃学术思维，激励学术创新，集成电路学院联合微电子研究所拟定于2024年7月举办微电子大学生夏令营。现面向全国高校招收优秀营员，相关事项及通知如下：   一、活动时间   暂定2024年7月下旬，具体安排另行通知。   二、招收规模   招收人数：400名左右；视具体情况而定。   三、活动内
【西安交通大学】,电信学部（自动化科学与工程学院）,2024-05-25,2024-06-10,电信学部-自动化科学与工程学院2024年（第六届）全国优秀大学生夏令营通知2024-05-25为了促进各高校优秀大学生的交流与互动，加深广大学子对教育部双一流学科——控制科学与工程以及自动化学院的进一步了解，学院将于2024年6月中下旬举办全国优秀大学生夏令营活动，现诚挚邀请广大校内外学子踊跃参加。一、夏令营活动时间和方式：1.活动时间：6月17日-18日，活动具体时间安排另行通知2.活动方式：线
【清华大学】,深圳国际研究生院未来人居研究院,2024-05-24,2024-06-21,清华大学深圳国际研究生院2024年未来人居研究院优秀大学生夏令营报名通知华大学深圳国际研究生院将举办“清华大学深圳国际研究生院2024年未来人居研究院优秀大学生夏令营”。活动旨在增进国内高校本科生对清华大学深圳国际研究生院及相关学科的了解，扩展营员的学术视野，促进我院导师和全国各高校优秀大学生之间的交流。本次活动以线上形式开展，夏令营活动开展时间为2024年7月1日-5日。一、申请资格1.全国高校
【浙江大学】,地球科学学院,2024-05-24,2024-06-20,地球科学学院2024年全国优秀大学生夏令营通知2024-05-23   浙江大学是一所历史悠久、声誉卓著的高等学府，坐落于中国历史文化名城杭州。浙江大学地球科学学院前身是1936年由时任校长竺可桢先生创办的史地学系。学院经抗战西迁、院系调整、四校合并，几经风雨依然生生不息，蓬勃发展且人才辈出。在这里学习和工作过的院士有30余位，其中不乏我国地球科学领域的奠基人，如叶笃正、施雅风、陈述彭、陈吉余、周
【北京师范大学】,未来设计学院,2024-05-22,2024-06-14,【夏令营】2024年北京师范大学未来设计学院全国优秀大学生夏令营京师研招2024-05-22北师大未来设计学院以北京师范大学现有优势学科为基础，根据学校“十四五”发展规划及建设的总体框架目标，根植于艺术、科技、教育的交叉领域，推进以“设计为未来美好生活”为导向的设计学学科建设。学院在人文、艺术、设计、科技等领域开展研究和广泛的跨界合作，实现研究、教育、实践一体化，形成以学科互补、问题驱动、项目导向
【厦门大学】,管理学院（中国能源政策研究院）,2024-05-24,2024-06-17,厦门大学管理学院中国能源政策研究院2024年全国优秀大学生暑期夏令营报名指南为促进中国大陆高校管理学科优秀大学生之间的思想交流，加强青年学生对管理学科的了解，吸引更多的优秀本科生报读厦门大学管理学院中国能源政策研究院的免试硕士研究生和直博生，厦门大学管理学院中国能源政策研究院继续举办“全国优秀大学生暑期夏令营”活动。本次“全国优秀大学生暑期夏令营”活动将于2024年7月8日-10日举行，为期3天。
【中国科学院大学】,长春应用化学研究所,2024-05-24,2024-06-25,中国科学院长春应用化学研究所/中国科学技术大学应用化学与工程学院2024年优秀大学生夏令营活动通知    为进一步引导和激发大学生从事科学研究的兴趣和热情，中国科学院长春应用化学研究所/中国科学技术大学应用化学与工程学院将于2024年7月中旬在长春举办第十六届优秀大学生暑期夏令营活动（线下），预计接收营员300名，现面向全国高校招收营员，并将相关的安排及注意事项公告如下：一、申请条件    1.中
【中山大学】,中山眼科中心,2024-05-23,2024-06-11,中山大学中山眼科中心2024年优秀大学生夏令营活动来啦2024-05-23中山大学中山眼科中心是我国规模最大的公立眼科医院，是国家卫生健康委属委管唯一的眼科专科医院，是中国唯一的世界卫生组织眼健康与视觉合作中心、中国唯一的国际医学学术组织总部所在地（亚太眼科学会、亚非眼科学会亚洲办公室），在2024年SJR（ScimagoInstitutionsRanking）大学学术排名中，眼科位居全球第六、亚
【南京师范大学】,物理科学与技术学院,2024-05-24,2024-06-15,南京师范大学物理科学与技术学院2024年全国“优秀本科生夏令营”活动公告2024年05月24日南京师范大学是国家“双一流”建设高校和江苏高水平大学建设高校。学校连续8年每年新增1个ESI全球前1%学科，目前入选学科数达到13个；在全国第四轮学科评估中，共有6个学科跻身A类，A类学科数位列全国高校第34位、全国地方高校第1位。在2023年校友会发布的大学排名中，学校位列全国高校第43位、全国师范高校
【南京师范大学】,食品与制药工程学院,2024-05-24,2024-06-15,南京师范大学食品与制药工程学院本科生暑期夏令营信息来源：食品与制药工程学院 发布日期：2024-05-24一、夏令营时间2024年7月13日-14日二、食品院夏令营简介南京师范大学食品与制药工程学院的前身可追溯到20世纪初的三江师范学堂农学博物科、30年代的金陵女子大学家政系和医预科以及40年代的东吴大学生物系，具有悠久的历史和光荣的传统。学院聚焦大健康领域，面向国家重大战略需求和国民经济主战场，
【南京师范大学】,法学院,2024-05-24,2024-06-15,南京师范大学法学院2024年全国“优秀本科生夏令营”活动公告南京师范大学是国家“双一流”建设高校和江苏高水平大学建设高校。目前拥有国家“双一流”建设学科1个、国家重点学科6个、国家重点（培育）学科3个，江苏高校优势学科14个，13个学科跻身ESI全球前1%；设有博士学位授权一级学科25个，硕士学位授权一级学科42个，博士专业学位类别4个，硕士专业学位类别25个，博士后科研流动站22个。在2024年
【南京师范大学】,社会发展学院（考古学、文物与博物馆学专业）,2024-05-24,2024-06-15,南京师范大学社会发展学院2024年全国“优秀本科生夏令营”（考古学、文物与博物馆学专业）活动公告发布时间：2024-05-24南京师范大学是国家“双一流”建设高校和江苏高水平大学建设高校，是首批国家“211工程”重点建设大学，江苏省与教育部共建高校，名家大师辈出，文化底蕴深厚。南京师范大学随园校区被誉为“东方最美丽校园”。社会发展学院是南京师范大学所属的二级学院，前身可以追溯到1907年两江师范学
【南京师范大学】,国际文化教育学院,2024-05-24,2024-06-15,南京师范大学国际文化教育学院2024年全国“优秀本科生夏令营”活动公告  2024-05-24 南京师范大学自1965年开始招收越南留学生，是我国最早接受外国留学生的20所院校之一，留学生教育至今已有五十多年的历史。国际文化教育学院是国家华文教育基地、对外汉语教学基地、中国政府奖学金生预科教育基地。2005年在中文一级学科下申请自主设立对外汉语二级学科博士点和硕士点，博士点现含语法理论与应用、语言
【北京航空航天大学】,能源与动力工程学院,2024-05-25,2024-06-21,能源与动力工程学院招收2025年研究生优秀大学生暑期夏令营通知
【西安交通大学】,外国语学院,2024-05-25,2024-06-20,外国语学院2024年(第八届）优秀大学生夏令营时间：2024-05-23为进一步促进高校优秀学子之间的沟通和交流，加深青年学生对我院学科专业特色和最新科研成果的了解，西安交通大学外国语学院将举办2024年全国外语专业优秀大学生暑期夏令营，作为考查推荐免试研究生的重要途径之一。本届夏令营将通过相关活动，考核选拔优秀营员，作为免试攻读我院学术型硕士（含英、日、俄、法等语种）和翻译硕士研究生（MTI）（
【中国科学院大学】,海洋研究所,2024-05-24,2024-06-25,2024年海洋科学暑期夏令营报名通知为引导和激发全国高校优秀本科生从事科研的兴趣和热情，零距离体验感知海洋科学魅力，进一步了解海洋科技创新事业，中国科学院海洋研究所将于2024年暑期举办“海洋科学”暑期夏令营活动，活动分两批，第一批150人左右，欢迎优秀本科生报名参加！一、活动安排报名时间：2024年5月24日—6月25日第一批夏令营时间：2024年7月中旬，线下举行。第二批夏令营时间：2024年
【西安交通大学】,电子与信息学部微电子学院,2024-05-25,2024-06-12,电信学部-微电子学院2024年（第五届）全国优秀大学生夏令营通知为了促进各高校优秀大学生之间的交流，西安交通大学电子与信息学部微电子学院将于2024年6月下旬举办“微电子学院优秀大学生暑期夏令营”活动，旨在搭建学院与学生交流互动平台，使学生充分了解微电子学院。期间学员有机会了解学院研究生招生政策，聆听知名学者讲座，与相关专业教授进行交流，促进师生之间的相互了解，感受微电子学院良好的教学科研氛围。学
【厦门大学】,信息学院（特色化示范性软件学院）,2024-05-24,2024-06-15,厦门大学信息学院（特色化示范性软件学院）2024年优秀大学生夏令营报名指南发布时间：2024-05-24厦门大学信息学院（特色化示范性软件学院）于2019年6月由原信息科学与技术学院和原国家示范性软件学院（简称软件学院）合并组建而成。学院设有人工智能系、计算机科学与技术系、软件工程系（软件工程中心）、信息与通信工程系以及电子信息国家级实验教学示范中心等教学实验单位，同时挂牌“特色化示范性软件学院”
【中国科学院大学】,成都山地所,2024-05-21,2024-06-23,2024年山地科学优秀大学生夏令营招生通知时间：2024-05-21中国科学院、水利部成都山地灾害与环境研究所（以下简称成都山地所）成立于1966年，是我国唯一以山地为专门研究对象的国家级科研机构和高级专业人才培养基地。建所50多年来，围绕“认知山地科学规律，服务国家持续发展”的战略使命，针对山地灾害防灾减灾、山区生态环境恢复和山区可持续发展等重大基础性和前瞻性问题上开展长期系统的科研工作，取得系
【清华大学】,深圳国际研究生院数据与信息研究院（集成电路与系统项目）,2024-05-24,2024-06-16,清华大学深圳国际研究生院2024年数据与信息研究院集成电路与系统项目优秀大学生夏令营报名通知清华大学深圳国际研究生院将举办“清华大学深圳国际研究生院2024年数据与信息研究院集成电路与系统项目优秀大学生夏令营”。活动旨在增进国内高校本科生对清华大学深圳国际研究生院及相关学科的了解，扩展营员的学术视野，促进我院导师和全国各高校优秀大学生之间的交流。本次活动以线下形式开展，夏令营活动开展时间为2024
【清华大学】,数据与信息研究院（互动媒体设计与技术项目）,2024-05-24,2024-06-18,清华大学深圳国际研究生院2024年数据与信息研究院互动媒体设计与技术项目优秀大学生夏令营报名通知清华大学深圳国际研究生院将举办“清华大学深圳国际研究生院2024年数据与信息研究院互动媒体设计与技术项目优秀大学生夏令营”。活动旨在增进国内高校本科生对清华大学深圳国际研究生院及相关学科的了解，扩展营员的学术视野，促进我院导师和全国各高校优秀大学生之间的交流。本次活动以线下形式开展，夏令营活动开展时间为
【中国科学院大学】,半导体研究所,2024-05-24,2024-06-12,中国科学院半导体研究所关于2024年“黄昆半导体科学技术”大学生夏令营的报名通知2024-05-24一、研究所概况中国科学院半导体研究所（以下简称“半导体所”）于1960年在北京成立，目前已发展成为集半导体物理、材料、器件研究及系统集成应用于一体的国家级半导体科学技术综合性研究机构。半导体所是中国科学院大学材料科学与光电技术学院的主办单位，材料科学与工程入选国家一流学科。近年来，半导体所在半导体物
【华东理工大学】,全校通知,2024-05-25,2024-06-15,华东理工大学2024年全国优秀大学生暑期夏令营活动通知华东理工大学是新中国第一所以化工特色闻名的高等学府，是教育部直属、国家“211工程”、国家“双一流”建设高校，现已发展成为特色鲜明、多学科协调发展的研究型全国重点大学。学校全面落实立德树人根本任务，秉承“勤奋求实、励志明德”的校训精神和“厚基础，强实践，少而精，博而通”的办学理念，着力培养德智体美劳全面发展的社会主义建设者和接班人。为增进优秀大
【南京师范大学】,体育科学学院,2024-05-24,2024-06-15,南京师范大学体育科学学院2024年“优秀本科生夏令营”活动公告时间：2024-05-24南京师范大学是国家“双一流”建设高校和江苏高水平大学建设高校，是首批国家“211工程”重点建设大学，江苏省与教育部共建高校。南京师范大学是我国高等体育专业教育的发祥地之一。1916年南京高等师范学校建立了中国第一个体育专修科。1952年全国高校院系调整成立南京师范学院，南京大学体育专业和金陵大学体育系合并成立南
